index,comic_book_store_name,address,city,state,latitude,longitude
1138,Legend Comics,5131 Leavenworth St.,Omaha,NE,41.2521554,-95.9931593
1139,Prep 2 Pro Sports,1700 Market Ln. (Sunset Plaza Mall),Norfolk,NE,42.03485529,-97.42091672
1140,The Game Shoppe,1406 Harlan Dr.,Bellevue,NE,41.1417541,-95.9118722
1141,Trade-A-Tape Comic Center,145 S. 9th St.,Lincoln,NE,40.8126983,-96.7088627
1142,A Collector's Menagerie,7240 W. Lake Mead Blvd. #2,Las Vegas,NV,36.19614132,-115.2500254
1143,Action Comics & Sports,210 N. Boulder Hwy. #160,Henderson,NV,36.0418781,-114.9825393
1144,Alternate Reality Comics,4800 S. Maryland Pkwy. #D,Las Vegas,NV,36.1027948,-115.1360737
1145,BattleZone Comics,7910 W. Tropical Pkwy. #120,Las Vegas,NV,36.27123614,-115.266039
1146,Book Gallery,1203 Rock Blvd.,Sparks,NV,39.5438628,-119.7639236
1147,Comic Oasis,3121 N. Rainbow Blvd.,Las Vegas,NV,36.21597699,-115.2423772
1148,Cosmic Comics,3330 E. Tropicana Ave. #G,Las Vegas,NV,36.1010818,-115.1026984
1149,Dark Tower Comics,6300 West Charleston,Las Vegas,NV,36.1596843,-115.2305921
1150,DK's Sierra Mountain Comics,1801 U.S. Hwy. 50 E. #J,Carson City,NV,39.17276631,-119.7477649
1151,Dreamwell Comics,4250 Cochise St. #20,Carson City,NV,39.1279862,-119.7731301
1152,Hobbytown USA,5085 W. Sahara Ave. #134,Las Vegas,NV,36.1433871,-115.2109792
1153,Kool Kollectibles,953 E. Sahara Ave. #9B,Las Vegas,NV,36.1422813,-115.1423423
1154,Maximum Comics,5130 S. Fort Apache Rd. #285,Las Vegas,NV,36.09372049,-115.297246
1155,Premier Comics,7445 S. Durango Dr. #104,Las Vegas,NV,36.0534723,-115.2792437
1156,Silver Catus Comics,1725 E. Warm Springs Rd.,Las Vegas,NV,36.0569615,-115.1285813
1157,Silver Catus Comics,4410 N. Rancho Dr.,Las Vegas,NV,36.23993628,-115.2328724
1158,Silver Catus Comics,480 N. Nellis Blvd. #C1A,Las Vegas,NV,36.16806079,-115.0620948
1159,The Next Dimension,245 S. Maine St.,Fallon,NV,39.47249858,-118.7769745
1160,Woody's World,3981 E. Sunset Rd.,Las Vegas,NV,36.0707417,-115.0880866
1161,A to Z Sportscards,1.5 E. Broadway,Derry,NH,42.88075981,-71.32621041
1162,Chris' Cards & Comics,919 Lafayette Rd.,Seabrook,NH,42.9028877,-70.868687
1163,Chris' Cards & Comics,341 S. Broadway,Salem,NH,42.753945,-71.2073061
1164,Collectibles Unlimited,25 South St.,Concord,NH,43.19909035,-71.53903941
1165,Comic Boom,22 West St.,Keene,NH,42.93349729,-72.27892096
1166,CP Comics,40 Pleasant St.,Claremont,NH,43.3642181,-72.3443333
1167,Diamond King Sports Cards,1 Bayside Rd. #11,Greenland,NH,43.03609185,-70.84897401
1168,Double Midnight Comics & Collectibles,245 Maple St. #11 (Maple Valley Plaza),Manchester,NH,42.98445414,-71.44453129
1169,Jetpack Comics LLC,37 N. Main St.,Rochester,NH,43.2752403,-70.9792267
1170,JWM Sports Cards,127 Rockingham Rd.,Derry,NH,42.8760729,-71.2997797
1171,Liberty Books,75 Allison St.,Concord,NH,43.1912496,-71.5384252
1172,Myriad Games,8 Stiles Rd.,Salem,NH,42.77517205,-71.24996864
1173,Silver Dragon,135 Rt. 101A,Amherst,NH,42.8053108,-71.5655925
1174,Sports Fans & Collectors Heaven,625 Elm St.,Manchester,NH,42.98778617,-71.4630531
1175,The Comic Store,115 Northeastern Blvd.,Nashua,NH,42.7401231,-71.4931772
1176,The Game Castle,123 Nashua Rd.,Londonderry,NH,42.8458224,-71.3601955
1177,The Sweet Spot,42 Main St.,Peterborough,NH,42.87898882,-71.95926836
1178,The Sweet Spot II,137 Union Sq. (On The Oval),Milford,NH,42.83586632,-71.64986503
1179,Top of the Steps,Rt. 302,Bartlett,NH,44.07336625,-71.28209111
1180,Toy City,133 Key Rd.,Keene,NH,42.92519806,-72.29713472
1181,Toys from the Attic,2 Somersworth Plaza,Somersworth,NH,43.25337878,-70.88546259
1182,Toys from the Attic,10 Fourth St.,Dover,NH,43.1991726,-70.8761777
1183,Triple Play,3 Whipple Place (On the Mall),Lebanon,NH,43.63531122,-72.25308075
1184,A & S Comics,563 Cedar Ln.,Teaneck,NJ,40.8904213,-74.0255116
1185,A & S Comics & Cards,7113 Bergenline Ave.,North Bergen,NJ,40.79686789,-74.01042007
1186,A Time Lost.....and Found,325 E. Atlantic Ave.,Audubon,NJ,39.8899311,-75.0661518
1187,All Things Fun!,185 C Route 73 N.,West Berlin,NJ,39.87031328,-75.13016161
1188,Amazing Heroes,966 Stuyvesant Ave.,Union,NJ,40.69552582,-74.27100277
1189,Amazing Stories,55 White Rd.,Shrewsbury,NJ,40.33621508,-74.06081358
1190,America's Pastime Baseball Cards & Sports Autographs,25-05 A Broadway,Fair Lawn,NJ,40.92299562,-74.11026818
1191,Attack of the Baseball Cards,60 Milltown Rd.,Union,NJ,40.69451019,-74.30511943
1192,Beach Comber Collectibles,6725 Black Horse Pike,Egg Harbor Township,NJ,39.4021082,-74.5623789
1193,Bob Beck Sports Collectibles,48 E. Northfield Rd.,Livingston,NJ,40.77372267,-74.3225412
1194,Bob's Cards & Comics,382 U.S. Hwy. 46,Budd Lake,NJ,40.8603848,-74.7589463
1195,Bob's Collectables,99 State Rt. 23 N.,Hamburg,NJ,41.1607082,-74.5798186
1196,Bob's Sports Cards & Memorabilia,4326 U.S. Hwy. 9,Howell,NJ,40.14587632,-74.22593383
1197,Bookstop,40 W. Main St.,Rockaway,NJ,40.9011588,-74.5131792
1198,CJ's Extra Innings,400 W. Broad St.,Westfield,NJ,40.64766672,-74.35244785
1199,Classic Comics,1006 St. Georges Ave.,Rahway,NJ,40.6072095,-74.28764707
1200,Clockwork Comics & Cards,1003 Vauxhall Rd.,Union,NJ,40.68905263,-74.24049194
1201,Coaches Choice,33 N. Locust Ave.,Marlton,NJ,39.89276347,-74.91645425
1202,Collector's Corner,100 N. Black Horse Pike,Williamstown,NJ,39.69129696,-74.99457535
1203,Comic Cafe,41 Mountain Blvd.,Warren,NJ,40.61318191,-74.49968943
1204,Comic Explosion,86 Centre St.,Nutley,NJ,40.8108472,-74.15023381
1205,Comic Fortress,34 E. Main St.,Somerville,NJ,40.56747038,-74.6106174
1206,Comic Fusion,42 Main St.,Flemington,NJ,40.51182275,-74.85899908
1207,Comic Lair,1606 S. Broad St.,Trenton,NJ,40.223729,-74.76399433
1208,Comics N Toys,26 River Edge Rd.,River Edge,NJ,40.9351072,-74.0299211
1209,Comics Plus,2005 Hwy. 35,Oakhurst,NJ,40.2630191,-74.04152439
1210,Conquest Comics,657 Route 9,Bayville,NJ,40.85515249,-99.07496621
1211,"Danpak Stamps & Coins, Inc.",10 N. Washington Ave.,Bergenfield,NJ,40.9281249,-73.996117
1212,Dark Tower Games,3130 S.R. 10,Denville,NJ,40.88885354,-74.48944731
1213,Dewey's Comic City,13 Park Ave.,Madison,NJ,40.7611666,-74.4171768
1214,East Coast Connection,288 Ridge Rd.,Lyndhurst,NJ,40.8087863,-74.1182254
1215,Evan's Sports Cards & Collectibles,2999 Evesham Rd. #15,Voorhees,NJ,39.87140794,-74.93533481
1216,"Everything Baseball, Inc.",388 Ramapo Valley Rd.,Oakland,NJ,41.0254851,-74.2408968
1217,Fat Jack's Comicrypt,521 White Horse Pike,Oaklyn,NJ,39.90351637,-75.07772408
1218,Fat Moose Comics and Games,831 Route 10 E. (Pine Plaza Mall),Whippany,NJ,0.0,0.0
1219,FJB Comics & Games,17 Coles St.,Jersey City,NJ,40.72191501,-74.04781887
1220,Fortress of Solitude,53 University Ave.,Newark,NJ,40.74527139,-74.17218667
1221,Four Star Video,2630 E. Chestnut Ave.,Vineland,NJ,39.4767313,-74.97808166
1222,Fred's Baseball Cards,49 Parsippany Rd.,Whippany,NJ,0.0,0.0
1223,Funnybooks Comics & Stuff,98 N. Beverwyck Rd.,Lake Hiawatha,NJ,40.8824106,-74.382057
1224,Gamer's Realm,2025 Old Trenton Rd.,West Windsor,NJ,40.28102995,-74.57060192
1225,Gamers Gambit,446 Market St.,Saddle Brook,NJ,40.89703481,-74.09813169
1226,Gotham Buying & Selling Collectibles,308 Valley Brook Ave.,Lyndhurst,NJ,40.81314867,-74.12666216
1227,Hero Town,Route 10 Ledgewood Mall,Ledgewood,NJ,0.0,0.0
1228,J & C Baseball Clubhouse,990 Cedarbridge Ave.,Brick,NJ,40.05302249,-74.13554831
1229,J&N Sports Cards,300 Gordons Corner Rd. #4,Manalapan,NJ,40.31155776,-74.31715902
1230,Jay & Silent Bob's Secret Stash,35 Broad St.,Red Bank,NJ,40.3512558,-74.06534672
1231,JC Comics,579 Rte. 22 W.,North Plainfield,NJ,40.63089979,-74.43183016
1232,Jester's Playhouse,2408 New Rd.,Northfield,NJ,39.3621748,-74.5650976
1233,Jumbleiah,72 W. Allendale Ave.,Allendale,NJ,41.0305843,-74.1284213
1234,"Just Rookies, Inc.",315 Franklin Ave.,Wyckoff,NJ,41.0110372,-74.1659177
1235,Kearny Rare Comics and Cards,580 Kearny Ave.,Kearny,NJ,40.77073713,-74.14503744
1236,Little Shop of Comics,393 Park Ave.,Scotch Plains,NJ,40.65075583,-74.39813267
1237,Main St. Comics & Toys,74 N. Main St.,Milltown,NJ,40.45244275,-74.439585
1238,MC Comics,22 Old Matawan Rd. #D,Old Bridge,NJ,40.4116285,-74.36405819
1239,Moon Shadow Cards & Comics,3379 John F Kennedy Blvd.,Jersey City,NJ,40.74767821,-74.05636066
1240,"Mr. Mint, Inc.",70 Chestnut Ridge Rd. #I,Montvale,NJ,41.05282,-74.069149
1241,New Concept II,94 Flock Rd.,Trenton,NJ,40.223729,-74.76399433
1242,New Concept III Cards & Hobbies,676 Stokes Rd.,Medford,NJ,39.87221364,-74.81186427
1243,New World Manga,93 E. Mt. Pleasant Ave.,Livingston,NJ,40.78565594,-74.32911212
1244,Niko's Sports Cards,547 Bound Brook Rd.,Middlesex,NJ,40.5827841,-74.48791699
1245,On Deck Baseball Cards,3542 S. Delsea Dr.,Vineland,NJ,39.43507838,-75.04090276
1246,Paradox Comics,269 Ridge Rd.,North Arlington,NJ,40.7904826,-74.1320977
1247,Perfectly Centered,364 E. Westfield Ave.,Roselle Park,NJ,40.66327135,-74.25156927
1248,Premier Sports Collectables,700 A Black Horse Pike,Glendora,NJ,39.83966937,-75.06893349
1249,Pyramid Comics and Cards,24 Main St.,Sparta,NJ,41.0380874,-74.6349449
1250,R P Specialty Sports Cards Unlimited,19 Wall St.,Rockaway,NJ,40.90171892,-74.51403258
1251,Reality's Edge,291 Ridge Rd.,North Arlington,NJ,40.79099696,-74.1315935
1252,Riverside Sports Cards,25 E. Scott St.,Riverside,NJ,40.0381924,-74.9585082
1253,Rogue Comics,102A N. Union Ave.,Cranford,NJ,40.65659316,-74.30336307
1254,Ron's Comic World,1690 Route 38 (Armory Plaza),Mt. Holly,NJ,39.08496909,-74.83347566
1255,Rookies and Stars Sports Collectibles,1350 St. Georges Ave.,Avenel,NJ,40.58488914,-74.29259916
1256,Scrivener's Collectibles,178 Maplewood Ave.,Maplewood,NJ,40.73072404,-74.27799685
1257,"Sports Collection, Inc.",Ocean One Mall,Atlantic City,NJ,39.37732154,-74.45124384
1258,Sports Minded Unlimited,165 Washington Valley Rd.,Warren,NJ,40.61353602,-74.49742941
1259,Steve's Baseball Cards,112 Fort Lee Rd.,Teaneck,NJ,40.873365,-74.0214734
1260,Steve's Comic Relief,1231 Route 166 #7,Toms River,NJ,39.98595662,-74.21033024
1261,Steve's Comic Relief,Mercer Mall,Lawrenceville,NJ,40.30177267,-74.7378382
1262,Stormwatch Comics,449 Route 73 N.,West Berlin,NJ,39.87031328,-75.13016161
1263,TemDee Collectibles,5051 Rt. 42,Turnersville,NJ,39.76657134,-75.06137538
1264,"The Baseball Card Store, Inc.",45 Prospect St.,Midland Park,NJ,40.99291544,-74.1414508
1265,The Comic Book Market,28 Washington St.,Bloomfield,NJ,40.79283467,-74.19679435
1266,The Comic Book Store,30 N. Main St.,Glassboro,NJ,39.70280372,-75.11184564
1267,The Comic Station,615 Station Ave.,Haddon Heights,NJ,39.88221726,-75.05894533
1268,"The Fallout Shelter: Comics, Games & Collectibles",264 Georges St.,New Brunswick,NJ,40.4762545,-74.44773142
1269,The Hobby Shop,1077 State Route 34,Matawan,NJ,40.4126678,-74.23652161
1270,The Joker's Child,12-23 River Rd.,Fair Lawn,NJ,40.93162258,-74.13213538
1271,The Record Store,6299 Route 9 N.,Howell,NJ,40.11904445,-74.21950455
1272,Time Warp Comics & Games,555a Pompton Ave.,Cedar Grove,NJ,40.85270569,-74.22949846
1273,Toy Masters,62 White St.,Red Bank,NJ,40.3294027,-74.05939575
1274,Traders of Babylon,265 1st St.,Hoboken,NJ,40.73786547,-74.03387136
1275,Vector Books,902 Broadway,Bayonne,NJ,40.67825866,-74.10602413
1276,Zapp! Comics,574 Valley Rd.,Wayne,NJ,40.92710334,-74.23089945
1277,Active Imagination,11200 Montgomery N.E. #10,Albuquerque,NM,35.1055517,-106.6473884
1278,Astro-Zombies,3100 Central Ave. S.E.,Albuquerque,NM,35.0804773,-106.6106146
1279,Atomik Comix,560 E. Main St. #105,Farmington,NM,36.73073926,-108.1975404
1280,Coas My Bookstore,317 N. Main,Las Cruces,NM,32.3118911,-106.779491
1281,Comic Warehouse,9617 Menaul Blvd. N.E.,Albuquerque,NM,35.1055517,-106.6473884
1282,Don's Paperback Books,1013 San Mateo S.E.,Albuquerque,NM,35.1055517,-106.6473884
1283,Lobo Anime & Comics,1016 Juan Tabo Blvd. N.E. #D,Albuquerque,NM,35.0896113,-106.5144043
1284,Magic Moments,1433 Wyoming N.E.,Albuquerque,NM,35.1055517,-106.6473884
1285,Noble Collectibles,5901 Wyoming Blvd. #W,Albuquerque,NM,35.146852,-106.5560059
1286,Old West Comics and Games,5201 Lomas Blvd. N.E.,Albuquerque,NM,35.1055517,-106.6473884
1287,Tall Tales Comics & Novelties,1410 Wyoming Blvd. N.E. #D,Albuquerque,NM,35.1055517,-106.6473884
1288,True Believers Comics and Gallery,801 Cerrillos Rd. #B,Santa Fe,NM,35.6788941,-105.9512343
1289,Twin Suns Comics and Games,6301 Riverside Plaza N.W.,Albuquerque,NM,35.1564963,-106.6803376
1290,University Comic Warehouse,2116 Central Ave. S.E.,Albuquerque,NM,35.0806698,-106.6228388
1291,1st Print Comics,1320 Buffalo Rd. #209,Rochester,NY,43.168793,-77.61595436
1292,3rd Universe Comic Emporium,35 N. Riverside Ave.,Croton on Hudson,NY,41.2042399,-73.8900305
1293,4-Seasons Cards -N- Collectibles Inc.,223 Elmira Rd.,Ithaca,NY,42.4288,-76.5056
1294,A Bookmarx,28 Lincoln Ave.,Roslyn Heights,NY,40.79180326,-73.64203518
1295,A&S Sports Cards,825 Carmen Ave.,Westbury,NY,40.76003253,-73.58905665
1296,"Affordable Sportscards, Comics & Collectables, Inc.",129 Columbia St.,Cohoes,NY,42.7703,-73.7066
1297,Al's House of Sports Cards and Fine Collectibles,1632 Union St.,Schenectady,NY,42.8043,-73.904
1298,Alex's MVP Cards and Comics,256 E. 89th St.,New York City (Manhattan),NY,0.0,0.0
1299,All Star Sports Cards LLC,9596 Carousel Center Dr.,Syracuse,NY,43.06714261,-76.17104493
1300,Alternate Realities,700 Central Park Ave.,Scarsdale,NY,40.99019474,-73.77731283
1301,Alterniverse,Rt. 44 Washington-Hollow Plaza,Salt Point,NY,41.80606317,-73.79002964
1302,Amazing Comics & Collectibles,12 Gillette Ave.,Sayville,NY,40.73155294,-73.08090159
1303,American Legends,1107 Central Park Ave.,Scarsdale,NY,40.99019474,-73.77731283
1304,Amok Time Toys,108C New South Rd.,Hicksville,NY,40.75852125,-73.50617313
1305,Aquilonia Comics,412 Fulton St.,Troy,NY,42.7325,-73.6883
1306,Arcadia Sports,310 N. Main St.,Newark,NY,43.0498803,-77.09543254
1307,B & B Cards,1401 Stone Rd. #302,Rochester,NY,43.168793,-77.61595436
1308,Bailey's Comics Of Lindenhurst,237 S. Wellwood Ave.,Lindenhurst,NY,40.68501595,-73.37152852
1309,Baseball Cards Etc. / Bullseye Collectibles,1824 Merrick Rd.,Merrick,NY,40.653536,-73.556357
1310,Bearded Dragon Games & Hobbies,19 Ford Ave.,Oneonta,NY,42.4564,-75.062
1311,Bergen Street Comics,470 Bergen St.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1312,Best Comics & Collectibles International,1300 Jericho Turnpike,New Hyde Park,NY,40.73303308,-73.68261441
1313,Blu Planet,509 Central Ave.,Massapequa,NY,40.67789208,-73.4716147
1314,Books & Memories,2600 James St.,Syracuse,NY,43.0686,-76.1099
1315,Books End,2443 James St.,Syracuse,NY,43.0688,-76.1125
1316,"BP Sports Cards and Memorabilia, Inc.",38 N. Main St.,Florida,NY,41.33515144,-74.35801084
1317,"Brooklyn Comics & More, Inc.",493 7th Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1318,Brothers Grimm Games,1244 Middle Country Rd.,Selden,NY,40.86258938,-73.0556626
1319,Bulletproof Comics & Games,2178 Nostrand Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1320,Bulletproof Comics & Games II,4507 Ft. Hamilton Pkwy.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1321,Bulletproof Comics & Games III,8109 Flatlands Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1322,Bullseye's,615 S Main St.,North Syracuse,NY,43.12499527,-76.13898753
1323,Captain Comic,2 Allen St.,New Hyde Park,NY,40.73239045,-73.68574426
1324,Card Shack,9 Atlantic Ave.,Lynbrook,NY,40.65660966,-73.67165417
1325,Cardboard Memories,3012 Jericho Tpke.,East Northport,NY,40.87915301,-73.32324929
1326,Center Field Cards & Comics,125 W. Main St.,Endicott,NY,42.09522761,-76.06576838
1327,Chautauqua Comics,214 Fairmount Ave.,Jamestown,NY,42.0984,-79.2568
1328,Chosen One Collectible Toys,21 Brookvale Ave.,West Babylon,NY,40.68608338,-73.34705038
1329,Cloud City Comics and Toys,3216 Erie Blvd. E.,DeWitt,NY,43.052295,-76.07405899
1330,Collector's Kingdom,202 W. Jericho Tpke.,Huntington Station,NY,40.82850845,-73.41698962
1331,Collectors Choice,54 Main St.,Brockport,NY,43.21556909,-77.93858801
1332,Collectors Inn,2931 Delaware Ave.,Buffalo,NY,42.89225205,-78.85941404
1333,"Comic Book Depot, Inc.",2847 Jerusalem Ave.,Bellmore,NY,40.65694228,-73.52847805
1334,Comic Book Heaven,25 Court St.,White Plains,NY,41.03206105,-73.76766155
1335,Comic Book Heaven,938 St. Paul St.,Rochester,NY,43.1728277,-77.6223974
1336,Comic Book Heaven,48-14 Skillman Ave.,Sunnyside (New York City: Queens),NY,0.0,0.0
1337,Comic Book Jones,2220 Forest Ave.,Staten Island (New York City),NY,43.426688,-74.02364442
1338,Comic Corner,107-01 101st Ave.,Ozone Park (New York City: Queens),NY,0.0,0.0
1339,Comic Den Inc.,80-62 Lefferts Blvd.,Kew Gardens (New York City: Queens),NY,0.0,0.0
1340,Comic Kingdom USA,135-17 40th Rd. (2nd Floor),Flushing (New York City: Queens),NY,35.14697827,-92.33204441
1341,Comic Kingdom USA,37-11 Main St. #B19,Flushing (New York City: Queens),NY,35.14697827,-92.33204441
1342,Comics Etcetera,274 N. Goodman St.,Rochester,NY,43.1586,-77.5847
1343,Comics for Collectors,207 N. Aurora St.,Ithaca,NY,42.4407,-76.4955
1344,Comics Warehouse,52 S. Main St .,Pearl River,NY,41.05750173,-74.02167667
1345,Comix Zone,628 S Main St.,North Syracuse,NY,43.12477958,-76.1397007
1346,Commack Collectibles,1165 Jericho Turnpike,Commack,NY,40.84624893,-73.26707996
1347,Cosmic Comics & Books,246 Merrick Rd.,Oceanside,NY,40.65353223,-73.62724207
1348,Cosmo's Cards & Collectibles,1422 Williamsbridge Rd.,Bronx (New York City),NY,42.43948483,-77.7819877
1349,Count Dracula's Comic Crypt,3391 Long Beach Rd.,Oceanside,NY,40.62830293,-73.64098734
1350,Cow Over The Moon Toys & Sports Memorabilia,282 Main St.,Huntington,NY,40.8707,-73.4271
1351,Crazy Egor's Discount Game Warehouse,1699 Hamlin Parma TL Rd.,Hilton,NY,43.28994775,-77.79251222
1352,Crazy Scondo's,3709 Francis Lewis Blvd.,Bayside (New York City: Queens),NY,42.65283531,-78.75546371
1353,Dave & Adam's Card World,2790 Sheridan Dr.,Tonawanda,NY,42.9811,-78.8305
1354,Dave & Adam's Card World,5575 Transit Rd.,Buffalo,NY,42.89225205,-78.85941404
1355,Desert Island,540 Metropolitan Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1356,Despatch Junction,100 Station Rd.,East Rochester,NY,43.116,-77.4884
1357,Don's Atomic Comics,6354 Transit Rd.,Depew,NY,42.92946933,-78.6970269
1358,Double Header Baseball Cards,3328 Long Beach Rd.,Oceanside,NY,40.62992736,-73.6410702
1359,Dragons Den,2600 South Rd. (Poughkeepsie Plaza),Poughkeepsie,NY,41.69492339,-73.92105157
1360,Dug Out Sports Cards,3933 West Rd.,Cortland,NY,42.59755688,-76.20502804
1361,Earthworld Comics,537 Central Ave.,Albany,NY,42.67048486,-73.77890536
1362,Electric City Comics,1704 Van Vranken Ave.,Schenectady,NY,42.8241,-73.9238
1363,Empire Comics?,1176 Mount Hope Ave.,Rochester,NY,43.1269,-77.6158
1364,Empire Comics? II,375 Stone Rd.,Rochester,NY,43.168793,-77.61595436
1365,End Zone Collectibles Inc.,162 Greece Ridge Ctr.,Rochester,NY,43.168793,-77.61595436
1366,Excellent Adventures,110 Milton Ave.,Ballston Spa,NY,43.00390062,-73.84887524
1367,Fantastic Planet,164 Boynton Ave. # 203,Plattsburgh,NY,44.7087,-73.4677
1368,Fat Cat Books,15 Avenue B,Johnson City,NY,42.11476244,-75.95359672
1369,First N' Goal Sportscards,1065 Niagara Falls Blvd.,Buffalo,NY,42.89225205,-78.85941404
1370,Forbidden Planet International,840 Broadway,New York City (Manhattan),NY,0.0,0.0
1371,Fourth World Comics,35 S.R. 111,Smithtown,NY,40.85901617,-73.21569277
1372,Galaxy Comics & Collectibles,123 7th Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1373,Galaxy Comics II,429 5th Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1374,Galaxy Comics Inc.,6823 5th Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1375,Games & Comic Station,5547 Broadway,Bronx (New York City),NY,42.43948483,-77.7819877
1376,Golden Memories,1242 Middle Country Rd.,Selden,NY,40.86259714,-73.05561426
1377,Golden Memories Comics & Games,1265 Montauk Hwy.,Mastic,NY,40.80375305,-72.8541408
1378,Grasshoppers Comics,76 Hillside Ave.,Williston Park,NY,40.75744465,-73.64186679
1379,Halley's Comics,1144 Oliver St.,North Tonawanda,NY,43.0521,-78.8879
1380,Heroes Your Mom Threw Out Comic Shop,312 E. 14th St.,Elmira,NY,42.12957127,-76.82046975
1381,Hobbies & Heroes,20 Dann Rd.,East Amherst,NY,43.02212113,-73.54363899
1382,Hot Corner,2980 Nostrand Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1383,House of Fantasy Comics & Games,1709 Pine Ave.,Niagara Falls,NY,43.0949,-79.041
1384,Image Anime,242 W. 30th St.,New York City (Manhattan),NY,0.0,0.0
1385,Imagination Station,107 Main St.,Lake Placid,NY,44.28372581,-73.98547691
1386,Iron Crown,3077 Main St.,Buffalo,NY,42.9483,-78.8287
1387,J & B Sportscard & Comics,1878 Victory Blvd.,Staten Island (New York City),NY,43.426688,-74.02364442
1388,Jay's Sports Cards,Main St.,Interlaken,NY,42.61847809,-76.72467649
1389,Jim Hanley's Universe,325 New Dorp Ln.,Staten Island (New York City),NY,43.426688,-74.02364442
1390,Jim Hanley's Universe,4 W. 33rd St.,New York City (Manhattan),NY,0.0,0.0
1391,Jupiter Games,3701 Vestal Pkwy. E. #7,Vestal,NY,42.09647709,-75.98258004
1392,Kent Comics,1110 Rte. 52,Carmel,NY,41.4149412,-73.6854956
1393,Killino's Baseball Card & Coin,8376 Seneca Tpke.,Clinton,NY,43.04886629,-75.37846137
1394,Kings Games,1685 E. 15th St.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1395,Krypton Comics of Staten Island,611 Midland Ave.,Staten Island (New York City),NY,43.426688,-74.02364442
1396,Legends Are Forever,133 Main St.,Cooperstown,NY,42.70078278,-74.92617835
1397,Leone's Hobbies,612 Stone Rd.,Rochester,NY,43.168793,-77.61595436
1398,Long Island Comics,276 Little East Neck Rd. (Route 109),West Babylon,NY,40.7006041,-73.34024023
1399,Magnim Comics & Cards,3723 Riverdale Ave.,Bronx (New York City),NY,42.43948483,-77.7819877
1400,Mahopac Cards & Comics,1000 Miller Rd. Plaza,Mahopac,NY,41.36843801,-73.74014049
1401,Main Street Comics,157 Dolson Ave.,Middletown,NY,41.4284065,-74.4253303
1402,"Manhattan Comics and More, Inc.",10 E. 23rd St. - 2nd Floor,New York City (Manhattan),NY,0.0,0.0
1403,Marks Comics & Collectibles,291 N. Central Ave.,Valley Stream,NY,40.67568284,-73.70938595
1404,Maverick Comics,210 Parkside Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1405,Men At Arms Hobbies,142 Middle Country Rd.,Middle Island,NY,40.88573529,-72.94537331
1406,"Metropolis Collectibles, Inc.",873 Broadway #201,New York City (Manhattan),NY,0.0,0.0
1407,Mickey's Place,74 Main St.,Cooperstown,NY,42.70052941,-74.92414492
1408,Midtown Comics Downtown,64 Fulton St.,New York City (Manhattan),NY,0.0,0.0
1409,Midtown Comics Grand Central,459 Lexington Ave.,New York City (Manhattan),NY,0.0,0.0
1410,Midtown Comics Times Square,200 W. 40th St.,New York City (Manhattan),NY,0.0,0.0
1411,"Mint Condition Comic Books, Inc.",664 Pt. Washington Blvd.,Pt. Washington,NY,39.21710577,-106.9165778
1412,Montasy Comics,70-17 Austin St. 2nd Fl #C,Forest Hills (New York City: Queens),NY,41.54680659,-74.69666476
1413,National Pastime,2327 Cty. Rt. 31,Cooperstown,NY,42.69959982,-74.93003014
1414,"Never Enough Cards, Inc.",28 Crystal Brook Hollow Rd.,Pt. Jefferson,NY,43.07322815,-77.52672596
1415,October Country,246 Main St. #5 (Cherry Hill Center),New Paltz,NY,41.74943544,-74.08113824
1416,Pegasus Hobbies,132 Franklin St.,Watertown,NY,43.9739,-75.9093
1417,Phoenix Comics & Collectibles,107-5 Stewart Ave.,Hicksville,NY,40.74812909,-73.54526685
1418,Pinocchio Discounts Collectibles,1814 McDonald Ave.,Brooklyn (New York City),NY,40.63439283,-73.95026864
1419,Play The Game Read The Story,9808 Carousel Center Mall,Syracuse,NY,43.06717511,-76.17109866
1420,Pulp Nouveau Comix,92 S. Main St.,Canandaigua,NY,42.8863,-77.2808
1421,Queen City Bookstore,3184 Main St.,Buffalo,NY,42.9511,-78.8263
1422,Racing City Hobbies,110 Main St. (Midtown Shopping Plaza),South Glens Falls,NY,43.29851482,-73.63479291
1423,Ravenblood Games,1163 Old Country Rd.,Plainview,NY,40.77617306,-73.4636938
1424,Ravenswood Comics,8451 Seneca Tnpk.,New Hartford,NY,43.07101941,-75.28862513
1425,Roger's Time Machine,207 W. 14th St. #2,New York City (Manhattan),NY,0.0,0.0
1426,Royal Collectibles,96-11 Metropolitan Ave.,Forest Hills (New York City: Queens),NY,41.54680659,-74.69666476
1427,Sanctuary Comics,750 Bradley St.,Watertown,NY,43.9879,-75.9154
