index,comic_book_store_name,address,city,state,latitude,longitude
553,"Archie's, Inc.",5516 W. Devon Ave.,Chicago,IL,41.9975264,-87.7666228
554,"Atlas Comics, Inc.",4735 N. Cumberland Ave.,Norridge,IL,41.9656658,-87.83661098
555,AU Sports Memorabilia,5129 Dempster St.,Skokie,IL,42.0406222,-87.7555711
556,Baseball Cards Plus,2033 W. Addison St.,Chicago,IL,41.9466077,-87.67992
557,BC Collectibles,2917 N. Vermilion,Danville,IL,40.17038503,-87.63057912
558,Beavers Cards & Comics,3023 Kennedy Dr.,East Moline,IL,41.501861,-90.45602033
559,Beyond Tomorrow Science Comics,327 N. Northwest Hwy.,Palatine,IL,42.1174812,-88.0332834
560,Book Exchange,108 E. Jefferson,Marion,IL,37.73230891,-88.92674472
561,"Brainstorm Movies, Comics & Gaming",1648 W. North Ave.,Chicago,IL,41.9108746,-87.6696256
562,Brown's Baseball Cards,156 Ruehl St.,Forsyth,IL,39.9326181,-88.954972
563,Calliope?s Realm Comics,133 S Washington St. (inside of A-1 Antiques),Naperville,IL,41.7731179,-88.1480903
564,Campus Comics,821 S. Illinois Ave.,Carbondale,IL,37.75943969,-89.22059059
565,Capital Comics and Games,1135 W. Wood St. #4,Decatur,IL,39.8398814,-88.973358
566,Carson Pirie Scott-Trading Card Shop,1 S. State St. - 5th Floor,Chicago,IL,41.8818812,-87.6274565
567,Castle Perilous Games and Books,207 W. Main St.,Carbondale,IL,37.72700382,-89.21848303
568,Challengers Comics & Conversation,1845 N Western Ave.,Chicago,IL,41.91475722,-87.68724642
569,Chicago Comics,3244 N. Clark St.,Chicago,IL,41.9409573,-87.6519456
570,Chicago Sports Cards Shack,7050 W. Higgins Ave.,Chicago,IL,41.9807729,-87.804123
571,Cipher Games and Comics,87 Executive Dr.,Aurora,IL,41.7553591,-88.2166734
572,Clyde's Comics & Fantasy Shop,1528 Broadway,Rockford,IL,42.25250656,-89.0726757
573,Coin Shop,4900 N. Lincoln Ave.,Chicago,IL,41.970917,-87.6902859
574,Collect-A-Card & Comics,6810 W. Archer Ave.,Chicago,IL,41.7924372,-87.7920579
575,Collectors Corner,3212 N. Illinois St.,Belleville,IL,38.550222,-89.9837207
576,Comic Connections,18 W. Washington St.,Oswego,IL,41.6833928,-88.3521879
577,Comic Etc.,3314 W. Bryn Mawr Ave.,Chicago,IL,41.9832994,-87.7119789
578,Comic Outlet,323 W. Broadway St.,Bradley,IL,41.1427353,-87.865295
579,Comic Service,1000 Stanford Ave.,Springfield,IL,39.76674105,-89.64198882
580,Comix Revolution,115 W. Central Rd.,Mt. Prospect,IL,0.0,0.0
581,Comix Revolution,606 Davis St.,Evanston,IL,42.0462171,-87.6803542
582,Court Street Cards,307 W. Court St.,Kankakee,IL,41.1210974,-87.8690833
583,Danville Book World & Comic Shop,1501 N. Bowman Ave.,Danville,IL,40.14951587,-87.60863088
584,Dark Tower Comics,4835 N Western Ave.,Chicago,IL,41.9695433,-87.6886464
585,Dreamland Comics,1451 W. Schaumburg Rd.,Schaumburg,IL,42.0253612,-88.1160013
586,Dreamland Comics,105 W. Rockland Rd.,Libertyville,IL,42.2776113,-87.9526823
587,Elite Sportscards,2028 W. Montrose Ave.,Chicago,IL,41.9616247,-87.6801838
588,Evil Squirrel Comics,6928 N. Glenwood Ave.,Chicago,IL,42.00753795,-87.66625407
589,Fantasy Books,1937 W. Hwy. 50,Fairview Heights,IL,38.5921746,-89.9635296
590,Fantasy Books Inc.,1113 E. Main St.,Belleville,IL,38.51397093,-89.96949852
591,Fantasy Games,500 Southview Plaza #29,O'Fallon,IL,38.5836328,-89.9095646
592,Fielders Choice,400 W. Main St.,West Frankfort,IL,37.89784194,-88.93299941
593,Frugal Muse,7511 Lemont Rd.,Darien,IL,41.7484651,-88.0122025
594,G-Mart Comic Books,44 E. Main St. #103,Champaign,IL,40.1175265,-88.2415795
595,Galaxy Comics,3804 N. Western Ave.,Chicago,IL,41.9505715,-87.6886296
596,Galaxy of Books,1908 Sheridan Rd.,Zion,IL,42.46012806,-87.82516373
597,Game-opolis,3242 Ridge Rd.,Lansing,IL,41.56483642,-87.53788058
598,Gamer's Realm,345 Park Ave. #4,Antioch,IL,42.4773461,-88.0948882
599,Games Plus,101 W. Prospect Ave.,Mt. Prospect,IL,0.0,0.0
600,Gem Comics,125 W. 1st St.,Elmhurst,IL,41.89993706,-87.94039388
601,"Got Comics, Inc.",330 E. Army Trail Rd.,Glendale Heights,IL,41.91945622,-88.07831091
602,Graf Baseball Card Co.,5754 N. Milwaukee Ave.,Chicago,IL,41.9859759,-87.7776192
603,Graham Crackers Comics,1207 E. Butterfield Rd.,Wheaton,IL,41.82953087,-88.08829405
604,Graham Crackers Comics,610 S. Randall Rd.,St. Charles,IL,41.90366911,-88.33982404
605,Graham Crackers Comics,16030 S. Lincoln Hwy.,Plainfield,IL,41.5910866,-88.1847515
606,Graham Crackers Comics,1271 Rickert Dr. #135,Naperville,IL,41.7484046,-88.170539
607,Graham Crackers Comics,1550 Ogden Ave.,Downers Grove,IL,41.80829339,-88.02357918
608,Graham Crackers Comics,901C Lucinda Ave.,DeKalb,IL,41.93645208,-88.77068897
609,Graham Crackers Comics,2562 N. Clark St.,Chicago,IL,41.9292877,-87.6429969
610,Graham Crackers Comics,77 E. Madison St.,Chicago,IL,41.8819231,-87.6248589
611,Gryfalia's Aerie,309 N. Main St.,Bloomington,IL,40.4808268,-88.9932281
612,Have Fun Collectibles,4327 Avenue of the Cities,Moline,IL,41.48231059,-90.49198381
613,Heroic Adventures,2131 S. State Route 157,Edwardsville,IL,38.77732554,-89.98634551
614,Hometown Comics & Games,110 E. Vandalia St.,Edwardsville,IL,38.81404257,-89.94731386
615,J & J Coins & Baseball Cards,....,Carterville,IL,37.762724,-89.0838489
616,Journey Comics,210 N. Lafayette St.,Macomb,IL,40.4601673,-90.6718443
617,"Keith's Komix, Inc.",528 S. Roselle Rd.,Schaumburg,IL,42.017568,-88.081844
618,Ken's Koins & Kards,123 S. Kennedy Dr.,Bradley,IL,41.14344067,-87.87627423
619,Kyle's Baseball Cards & Comics,3801 Nameoki Rd.,Granite City,IL,38.72901603,-90.12372442
620,"Liberty Stamp Shop, Inc.",140 S. Dearborn St.,Chicago,IL,41.8796695,-87.6299516
621,LMC Collectibles,9022 S. Commercial Ave.,Chicago,IL,41.7311295,-87.5516914
622,Magic Dragon Entertainment,1401 Broadway St.,Mt. Vernon,IL,0.0,0.0
623,Main Street Music,114 N. Main St.,Waterloo,IL,38.33660198,-90.15041861
624,Marman Comics,2423 Washington St.,Waukegan,IL,42.3593252,-87.8635772
625,Mellow Blue Planet,2905 19th St.,Silvis,IL,41.4976652,-90.41086385
626,Metropolis Comics,617 2nd St.,La Salle,IL,41.32920964,-89.09674849
627,Midgard Comics,102 W. Lincoln Ave. #2,Charleston,IL,39.48425876,-88.18295777
628,Midwest Comics & Games,1849 Broadway,Quincy,IL,39.9358325,-91.38489
629,MLB Memories,5411 E. State St.,Rockford,IL,42.2641902,-89.0112478
630,North Loop Comics,226 S Wabash Ave.,Chicago,IL,41.8787304,-87.6266001
631,North Shore Comics,3155.5 Dundee Rd.,Northbrook,IL,42.13825531,-87.85720719
632,One Stop Comics,111 S. Ridgeland Ave.,Oak Park,IL,41.8865192,-87.7848599
633,Other Realm,506 E. Green St.,Champaign,IL,40.1104114,-88.231723
634,Overload Comics and Collectibles,37 Asbury Ln.,Cary,IL,42.20935635,-88.25788276
635,"Pastimes Sports Cards, Comics & Games",8478 Golf Rd.,Niles,IL,42.0550465,-87.8352548
636,Prairie Archives,522 E. Adams St.,Springfield,IL,39.7639077,-89.6708323
637,Primetime Sportscards & Collectibles,3398 Sheridan Rd.,Zion,IL,42.43336983,-87.82572896
638,Quimby's,1854 W. North Ave.,Chicago,IL,41.9107326,-87.6747842
639,Reader's World,1830 Stevenson Dr.,Springfield,IL,39.75758013,-89.62873236
640,Record Dugout Records & Comics,6055 W. 63rd St.,Chicago,IL,41.7775838,-87.7735805
641,Robin's Nest,3925 E. State St. #200,Rockford,IL,42.26558357,-89.03674527
642,Sleeping Dragon Games,3713 W. 216th St.,Matteson,IL,41.49741666,-87.70577585
643,Something Wicked,816 Church St.,Evanston,IL,42.0483055,-87.6828481
644,Tenth Planet,9513 S. Cicero Ave.,Oak Lawn,IL,41.7193746,-87.7389515
645,The Comic Vault,1530 W. Montrose Ave.,Chicago,IL,41.9617709,-87.6688086
646,The Comix Gallery,405 Linden Ave.,Wilmette,IL,42.0736668,-87.69203623
647,The End Zone,1622 Broadway Ave.,Mattoon,IL,39.48271433,-88.37417055
648,The Game Escape,230 W. Virginia St. #450,Crystal Lake,IL,42.2325535,-88.3353312
649,The House of Monsters,1579 N. Milwaukee Ave.,Chicago,IL,41.9102361,-87.6767875
650,The Newsstand,801 N. Water St.,Decatur,IL,39.8488191,-88.954861
651,The Tenth Planet,22113 Governors Hwy.,Richton Park,IL,41.48451572,-87.71284901
652,The Treasure House Comic Store,703 Audubon Dr. #7,Pekin,IL,40.55907416,-89.61897372
653,The Zone,206 N. Main St.,Creve Coeur,IL,40.64607024,-89.59932142
654,Third Coast Comics,6234 N. Broadway,Chicago,IL,41.9956194,-87.6608524
655,Tim's Corner,2963 14th Ave.,Rock Island,IL,41.49773642,-90.55771618
656,Toad Hall Books,2106 Broadway,Rockford,IL,42.25257235,-89.06299978
657,Tom Ryan's Rare Coins & Stamps,999 S. Elmhurst Rd.,Mt. Prospect,IL,0.0,0.0
658,Tomorrow is Yesterday,5600 N. 2nd St.,Rockford,IL,42.3124696,-89.0581519
659,Twilight Comics,3760 Green Mount Crossing Dr.,Shiloh,IL,38.57138289,-89.92461028
660,Unicorn Comics & Cards,216 S. Villa Ave.,Villa Park,IL,41.8946858,-87.9694395
661,Unique Gifts and Games,82 Center St.,Grayslake,IL,42.3445449,-88.0424718
662,Variety Comic Book Store,4602 N. Western Ave.,Chicago,IL,41.9650156,-87.6890264
663,Vision Comics,1619 W. Main St.,Robinson,IL,39.00552303,-87.75987828
664,Way Cool Comics,811 E. Nerge Rd.,Roselle,IL,41.99872188,-88.05941629
665,"Westlake Cards Comics & Coins, Inc.",258 E. Army Trail Rd.,Glendale Heights,IL,41.91945622,-88.07831091
666,Zeke's Baseball Cards & Collectibles,4268 W. Irving Park Rd.,Chicago,IL,41.95365647,-87.73490388
667,Academic Scholarly Books,105 Pete Ellis Dr. #A,Bloomington,IN,39.16684587,-86.49482981
668,Alter Ego Comics,422 E. McGalliard,Muncie,IN,40.21909906,-85.38279343
669,Atomic Hobbies And Games,1010 W. Coliseum Blvd.,Ft. Wayne,IN,0.0,0.0
670,B & R Hobbies And Comics,9014 Crawfordsville Rd.,Indianapolis,IN,39.77710046,-86.14634767
671,B. E. Comics and Kards,130 W. Van Buren St.,Columbia City,IN,41.15711532,-85.48883162
672,Ballcards Unlimited,10 S. Range Line Rd.,Carmel,IN,39.97831464,-86.12714523
673,Blue Moon Comics,201/2 S. 16th St.,Lafayette,IN,40.39922902,-86.8598496
674,Bob's Comic Castle,2150 W. White River Blvd.,Muncie,IN,40.18732165,-85.4103683
675,"Book World, Inc.",2206 E. 10th St.,Anderson,IN,40.1058549,-85.65233855
676,Books Comics & Things,5936 W. Jefferson Blvd.,Ft. Wayne,IN,0.0,0.0
677,Books Comics & Things,2212 Maplecrest Rd.,Ft. Wayne,IN,0.0,0.0
678,Buy Me Toys.com,6327A University Commons,South Bend,IN,41.67725366,-86.26911678
679,Castle Comics & Cards,2133 S. 4th St.,Lafayette,IN,40.39650372,-86.89519516
680,Cheap Seats Sports Cards,1504 119th St.,Whiting,IN,41.67931614,-87.4928231
681,Chimps Comix,919 E. Winona Ave. #5,Warsaw,IN,41.23547967,-85.84416858
682,Clem's Collectibles,4130 W. Jefferson Blvd. (Jefferson Pointe Mall),Ft. Wayne,IN,0.0,0.0
683,Collector's World,424 E 14th St.,Anderson,IN,40.10226297,-85.67392319
684,Collectors Friend,8775 E. 116th St.,Fishers,IN,39.95670494,-86.01442284
685,Collectors Paradise,8949 E. Washington St.,Indianapolis,IN,39.77312753,-86.01157859
686,Comic Carnival,3837 N. High School Rd.,Indianapolis,IN,39.82457872,-86.27022424
687,Comic Carnival,7311 U.S. Hwy. 31 S.,Indianapolis,IN,39.66072196,-86.14467928
688,Comic Carnival,5845 Sunnyside Rd.,Indianapolis,IN,39.86159032,-85.97088071
689,Comic Carnival,7225 N. Keystone Ave.,Indianapolis,IN,39.88578079,-86.12197654
690,Comic Cave,3221 17th St.,Columbus,IN,39.21652879,-85.88516773
691,Comic Quest,2260 Morgan Ave.,Evansville,IN,37.99170336,-87.52259915
692,Comics Unlimited,654-B E. Diamond Ave.,Evansville,IN,37.99955917,-87.55300335
693,Consignment Collectibles,7624 S. Meridian St.,Indianapolis,IN,39.65538371,-86.15850682
694,Coruscant Comics & Gaming,2053 W. 45th Ave.,Griffith,IN,41.52784737,-87.42399166
695,Creative Comics,216 E. Main St.,Griffith,IN,41.52286418,-87.42541066
696,Danger Room Entertainment,2213 S. Scatterfield Rd.,Anderson,IN,40.09483634,-85.65276459
697,Dee Puppy Comics,4435 N. Franklin Rd.,Indianapolis,IN,39.83827121,-86.02675918
698,Downtown Comics,11 East Market St.,Indianapolis,IN,39.76841619,-86.15726075
699,Downtown Comics,8925 S. Meridian St.,Indianapolis,IN,39.91726971,-86.15623059
700,Downtown Comics,8336 W. 10th St.,Indianapolis,IN,39.77902263,-86.30856865
701,Downtown Comics,5767 E. 86th St.,Indianapolis,IN,39.91232594,-86.0699377
702,Empire Comics,1636 Slate Run Rd.,New Albany,IN,38.32084382,-85.80108295
703,Fantasy Games,52025 State Route 933,South Bend,IN,41.67725366,-86.26911678
704,Farrers Ballcards,48 E. Washington St.,Shelbyville,IN,39.52379937,-85.76130641
705,Galactic Greg's,1407 E. Lincolnway,Valparaiso,IN,41.46778599,-87.04388365
706,Jim's Collectibles and Baseball Cards,1243 Lafayette Ave.,Terre Haute,IN,39.49087846,-87.39924782
707,Jim's Sports Cards and Gaming,7102 S. Kentucky Ave. #E,Camby,IN,32.97322474,-94.97847696
708,King Kards,2109 Roosevelt Rd.,Valparaiso,IN,41.48689732,-87.04662332
709,Kokomo Comics & Baseball Cards,1202 S. 17th St.,Kokomo,IN,40.47365022,-86.1107714
710,Lightspeed Hobbies,5884 U.S. Hwy. 6,Portage,IN,41.55059334,-87.18685293
711,MCS Cards Comics & Gaming,107 1/2 W. Wabash St.,Bluffton,IN,40.74095116,-85.17152339
712,New Concept Book Store,3001 S. 7th St. #61 (Southland Shopping Center),Terre Haute,IN,39.43375792,-87.40691252
713,PC Guru and Comics,223 S. Pete Ellis Dr.,Bloomington,IN,39.16524808,-86.49482965
714,Reader Copies,2135 N. Scatterfield Rd.,Anderson,IN,40.0955433,-85.65277474
715,Squeeze Play,....,Anderson,IN,40.08949108,-85.68939741
716,The Android's Dungeon,1324 K St. #20,Bedford,IN,38.86408241,-86.48558809
717,The Book Broker,2717 Covert Ave.,Evansville,IN,37.95503164,-87.51595489
718,The Hero House,1112 Prospect St.,Indianapolis,IN,39.75242152,-86.13942956
719,The Tenth Planet,230 W. Lincoln Hwy.,Schererville,IN,41.48417541,-87.44528209
720,The Umpire's Choice,215 W. Chicago St.,Lebanon,IN,40.05183476,-86.4700713
721,Vintage Phoenix Comic Books,114 E. 6th St.,Bloomington,IN,39.16745966,-86.53342076
722,Von's Comics,311 W. State St.,West Lafayette,IN,40.42386241,-86.90838413
723,White Rabbit Books,1604 W. University Ave.,Muncie,IN,40.19772259,-85.40451973
724,2nd Act Comics & Games,109 E. Main St.,Ottumwa,IA,41.01725822,-92.41168928
725,"A-List Comics, Cards, Cool Stuff",512 Grand Ave.,Spencer,IA,43.14251733,-95.14468131
726,Acme Comics & Collectibles,1622 Pierce St.,Sioux City,IA,42.50734792,-96.40497698
727,Alter Ego Comics,331 7th Ave.,Marion,IA,42.0329794,-91.6074045
728,Awesm1 Comics & More,320 Hawkeye St.,Burlington,IA,40.8121222,-91.1099187
729,Comic City,1720 N. 16th St.,Council Bluffs,IA,41.28085053,-95.86752864
730,Comic World & Things,2255 John F. Kennedy Rd.,Dubuque,IA,42.511536,-90.7213521
731,CR Collectibles,529 5th Ave. S.E.,Cedar Rapids,IA,41.96678846,-91.67818981
732,Cup O Kryptonite,4521 Fleur Dr.,Des Moines,IA,41.5434976,-93.6436227
733,Daydream Comics,21 S Dubuque St.,Iowa City,IA,41.6605433,-91.5334144
734,Hobby Corner,1700 S. 1st Ave.,Iowa City,IA,41.6420213,-91.5047799
735,Jay's CD & Hobby,3315 S.E. 14th St .,Des Moines,IA,41.55439027,-93.63524402
736,Kanesville Kollectibles,530 S. 4th St.,Council Bluffs,IA,41.2558296,-95.8501336
737,Limited Edition Comics,2225 College St.,Cedar Falls,IA,42.51753085,-92.45584004
738,Main Street Sportscards,328.5 Main St. #202,Ames,IA,42.02502263,-93.61419926
739,"Mayhem Collectibles, Inc.",7500 University Ave. #D,Des Moines,IA,41.57414548,-93.61651446
740,"Mayhem Collectibles, Inc.",2532 E. Lincoln Way,Ames,IA,42.0225388,-93.6512243
741,Midwest Collectibles,3504 Hickory Grove Rd.,Davenport,IA,41.55506351,-90.62806016
742,Oak Leaf Collectibles,21 5th St. S.W.,Mason City,IA,43.14872011,-93.19980744
743,The Core,1926 Valley Park Dr.,Cedar Falls,IA,42.52097075,-92.43645682
744,31st Century Games & Hobbies,2113 E. 151st St. #B,Olathe,KS,38.8538867,-94.78106
745,Agents Comics and Games,924 W. Douglas Ave.,Wichita,KS,37.684288,-97.3514454
746,Astrokitty Comics & More,15 E. 7th St.,Lawrence,KS,38.9711093,-95.2350068
747,Asylum Comics & Anime,812 N. Broadway St.,Pittsburg,KS,37.41592842,-94.70472564
748,B-Bop Comics South,5336 W. 95th St.,Overland Park,KS,38.88729225,-94.6872267
749,City Of Games,120 W. 5th Ave.,Arkansas City,KS,37.0614155,-97.0399892
750,Dreamcatcher,1016 N. Washington St.,Junction City,KS,39.0330792,-96.8300847
751,Elite Comics,11828 Quivera Rd.,Overland Park,KS,38.91401198,-94.72379118
752,Gatekeeper Hobbies,4123 S.W. Gage Center Dr. #100,Topeka,KS,39.04359608,-95.72599327
753,Kat's Kloset,113 N. Main St.,Syracuse,KS,37.98102782,-101.7523437
754,Patch & Crow's Nest,1800 Claflin Rd. #202,Manhattan,KS,39.1932053,-96.5857588
755,Pop Culture Comix,9337 W. 87th St.,Overland Park,KS,38.97111697,-94.69440975
756,Prairie Dog Comics,4800 W. Maple St. #122,Wichita,KS,37.6805479,-97.399518
757,The Arena,2450 S 9th St.,Salina,KS,38.7963993,-97.6135814
758,Vintage Stock,1930B S.W. Wanamaker Rd.,Topeka,KS,39.03051181,-95.76115864
759,Vintage Stock,12280 Shawnee Mission Pkwy.,Shawnee,KS,39.01485805,-94.72909537
760,Vintage Stock,9200 Metcalf Ave.,Overland Park,KS,38.96215242,-94.66772436
761,Vintage Stock,8416 W. 135th St.,Overland Park,KS,38.88382964,-94.68301488
762,Win More Games,12108 W. 87 St.,Lenexa,KS,38.97114622,-94.7263014
763,A+ Comics and Collectibles,123 Southland Dr.,Lexington,KY,38.012103,-84.518157
764,Arcadian Comics & Games,627 Monmouth St.,Newport,KY,39.09139849,-84.49326853
765,BluegrassMagic Gameshop,5629 Outer Loop,Louisville,KY,38.13903842,-85.65740325
766,Book & Music Exchange,5400 Preston Hwy. #C,Louisville,KY,38.17073985,-85.70876341
767,Captain Cosmos Collectibles,38 N. Main St.,Winchester,KY,37.99419787,-84.176666
768,"Collectibles, Etc.",115 Locust Hill Dr. #106,Lexington,KY,38.004199,-84.446865
769,Comic Book World,6905 Shepherdsville Rd.,Louisville,KY,38.15049705,-85.6597335
770,Comic Book World,7130 Turfway Rd.,Florence,KY,39.00810509,-84.62323403
771,Comic Cosmos,1560 Hustonville Rd. #101,Danville,KY,37.61916516,-84.77453471
772,Comic Interlude,393 Waller Ave.,Lexington,KY,38.03111,-84.519905
773,Comic Vault,450 N. Dixie Blvd.,Radcliff,KY,37.8442488,-85.9417212
774,Comics 2 Games,8470 U.S. Hwy. 42 #D,Florence,KY,38.9778898,-84.6575206
775,Crash Comics,1201 Kentucky Ave.,Paducah,KY,37.0810722,-88.6091699
776,Dugout,632 S. 4th St.,Murray,KY,36.59996298,-88.3032668
777,Fantasy Limited,507 E. 18th St.,Owensboro,KY,37.7591126,-87.1039364
778,Fantasy Limited,112 W. Center St.,Madisonville,KY,37.32831529,-87.50077802
779,GameStation,116 W. Main St.,Leitchfield,KY,37.48011086,-86.29479148
780,Little Monster Comics,4440 S. Hwy. 27,Somerset,KY,37.0811133,-84.60871778
781,Moonlite Comics,1100 U.S. Hwy. 127 S. - Bldg. A,Frankfort,KY,38.21526401,-84.86590247
782,Page 3's Game Zone,547 N. Mayo Trail,Pikeville,KY,37.45283756,-82.52288087
783,Pet Shop Comics & Collectibles,1191 Hillview Blvd. #'s 4 & 5,Louisville,KY,38.1780769,-85.6667077
784,Secret Identity Comics,1033 Bardstown Rd. #C,Louisville,KY,38.23966363,-85.72307231
785,Sword in the Stone,252 Main St.,Whitesburg,KY,37.11837808,-82.82735499
786,The Best Little Card Shop,211 Geri Lane,Richmond,KY,37.7376521,-84.3150563
787,The Great Escape,2433 Bardstown Rd.,Louisville,KY,38.22374888,-85.6875737
788,The Great Escape,2945 Scottsville Rd. #B17 & B18,Bowling Green,KY,36.9436377,-86.4246624
789,The Louisville Game Shop,925 Baxter Ave.,Louisville,KY,38.24193635,-85.72551518
790,The Zone,4121 Shelbyville Rd.,Louisville,KY,38.25225164,-85.64626518
791,Triple Play Cards & Comics,875 E. Arcadia Ave.,Dawson Springs,KY,37.17354088,-87.68042728
792,Troll and Toad,250 American Greeting Card Rd.,Corbin,KY,36.93196136,-84.09534382
793,UnderGround Comics,675 Broadway St.,West Liberty,KY,37.92290037,-83.25847429
794,Warlord Comics,1417 Olive St.,Murray,KY,36.61227896,-88.32152257
795,Acadiana Book & Comic Shop,2506 Johnston St.,Lafayette,LA,30.2091186,-92.0359123
796,And Comics Too,5520 Johnston St.,Lafayette,LA,30.180981,-92.0731907
797,Antiques-Records-Bottles-Coins-Comics,1945 W. Main St.,Schriever,LA,29.7284641,-90.8018589
798,BSI Comics,3030 Severn Ave.,Metairie,LA,30.00602149,-90.15951869
799,Clint's Comics,101 D'Arbonne Ave.,Monroe,LA,32.5254015,-92.07388975
800,Crescent City Comics & Cards,4916 Freret St.,New Orleans,LA,29.9348664,-90.1077349
801,"Excalibur Comics, Cards & Games",802 E. 70th St.,Shreveport,LA,32.44211601,-93.74251813
802,Galactic Goods Cards & Comics,343 W. Esplanade Ave.,Kenner,LA,30.02273085,-90.26912789
803,Gamer's Conclave,1886 N. Causeway Blvd.,Mandeville,LA,30.39152334,-90.08930099
804,Gamer's Haven,108 Republic Ave. #E,Lafayette,LA,30.1590877,-92.0429329
805,Gameworx,8290 Siegen Ln. #C,Baton Rouge,LA,30.4507665,-91.12584647
806,Legends,8924 Jewella Ave.,Shreveport,LA,32.41618312,-93.79755934
807,Magic Comics & Hobbies,727 Robert Blvd.,Slidell,LA,30.29526963,-89.76469787
808,More Fun Comics & Cards,8200 Oak St.,New Orleans,LA,29.9480819,-90.1308629
809,Old School Comics,3440 Kabel Dr.,New Orleans,LA,29.9191386,-90.0079578
810,Paper Heroes,3941 Ryan St. #C,Lake Charles,LA,30.18606198,-93.21804412
811,The Card Shop,203 Natchitoches St.,West Monroe,LA,32.50158608,-92.12384934
812,Tom's Triple Play,1701 Old Minden Rd. #19,Bossier City,LA,32.51638216,-93.71934308
813,Walley's Pop Comics LLC,711 Jefferson Hwy. #7,Baton Rouge,LA,30.4422448,-91.1300622
814,Bull Moose,456 Payne Rd.,Scarborough,ME,43.62337737,-70.3492611
815,Bull Moose,20 East Ave. (Lewiston Mall),Lewiston,ME,44.09145819,-70.16808162
816,Bull Moose,683 Hogan Rd.,Bangor,ME,44.83757251,-68.74270292
817,Casablanca Comics,778 Roosevelt Tr.,Windham,ME,43.83592787,-70.43993251
818,Casablanca Comics,151 Middle St.,Portland,ME,43.71974981,-70.24848402
819,Coast City Comics,656 Congress St.,Portland,ME,43.65315679,-70.2657247
820,Comics Plus,Eastward Plaza,Ellsworth,ME,44.58418326,-68.48714643
821,Crossroad Games,15 Fort Hill Rd.,Standish,ME,43.75976429,-70.52373807
822,Eagle Hill Stamps and Coins,351 Main St.,Presque Isle,ME,44.4756698,-68.8811278
823,Game Geeks,37 Ocean St.,South Portland,ME,43.64055162,-70.25452818
824,Top Shelf Collectables,59 Sanford Dr. #6,Gorham,ME,43.67986098,-70.39613833
825,Top Shelf Comics,25 Central St.,Bangor,ME,44.80280771,-68.77105512
826,Weekend Anime,4 Westbrook Common,Westbrook,ME,43.67630491,-70.36764051
827,Alliance Comics,8317 Fenton St.,Silver Spring,MD,38.9939684,-77.02402519
828,Alliance Comics,904 Light St.,Baltimore,MD,39.2788296,-76.6128942
829,Alternate Worlds,72 Cranbrook Rd.,Cockeysville,MD,39.4652796,-76.6355664
830,Amazing Spiral,711 West 40th St. (The Rotunda Mall),Baltimore,MD,39.3357193,-76.6304991
831,Atomic Books,3620 Falls Rd.,Baltimore,MD,39.33127317,-76.63512741
832,Barbarian Comics,11242 Triangle Ln.,Wheaton,MD,39.0395575,-77.05180494
833,Beyond Comics,18749-B North Frederick Ave.,Gaithersburg,MD,39.16231176,-77.22483591
834,Beyond Comics,5632 Buckeystown Pike,Frederick,MD,39.3888234,-77.4100779
835,Big Larry's Comic Book Cafe,22745 Washington St.,Leonardtown,MD,38.2917884,-76.63593654
836,Big Planet Comics,4908 Fairmont Ave.,Bethesda,MD,38.98830774,-77.0966179
837,Big Planet Comics of College Park,7315 Baltimore Ave. (U.S. 1),College Park,MD,38.98082002,-76.93772844
838,Brainstorm Comics,54 East Patrick St.,Frederick,MD,39.4138489,-77.4091809
839,Canton Games,2101 Essex St.,Baltimore,MD,39.2847285,-76.5857119
840,Capital Comics,207 Main St.,Annapolis,MD,38.9779887,-76.4912636
841,"Cards Comics & Collectibles, Inc.",100A Chartley Drive.,Reisterstown,MD,39.45658503,-76.82323992
842,Chesapeake Sports Cards,2137 Defense Hwy. #1,Crofton,MD,38.9910316,-76.696915
843,Chuck's Comics,530 Eastern Blvd.,Essex,MD,39.3092834,-76.474227
844,Collectors Corner,7911 Harford Rd.,Baltimore,MD,39.23545018,-76.63677351
845,Comics MD,3145 Old Washington Rd.,Waldorf,MD,38.62396118,-76.90919941
846,Comics To Astonish,9400 Snowden River Pkwy. #112,Columbia,MD,39.1767074,-76.8372017
847,Cosmic Comix & Toys,87 Mellor Ave.,Catonsville,MD,39.2683594,-76.7324551
848,Fudd's Rabbit Hole of Comics,8519 Ft. Smallwood Rd.,Pasadena,MD,39.1561246,-76.5166406
849,Games and Stuff,7476 Baltimore Annapolis Blvd.,Glen Burnie,MD,39.1642806,-76.624693
850,Geppi's Entertainment Museum,301 W. Camden St.,Baltimore,MD,39.2802512,-76.6192542
851,Gotham Comics,15 E. Main St. #B1,Westminster,MD,39.57565525,-76.9965757
852,House of Pop Culture,12522 Mattawoman Dr.,Waldorf,MD,38.65449818,-76.87691125
853,J&M Comics and Games,1213 Liberty Rd.,Eldersburg,MD,39.40481489,-76.95358526
854,Legends Games & Comics,1220 E. Joppa Rd. #106,Towson,MD,39.3973688,-76.5764562
855,Mighty KC's,2807 Belair Rd.,Fallston,MD,39.4842558,-76.4011858
856,Shananigans Toy Shop,5004-B Lawndale Ave.,Baltimore,MD,39.3540878,-76.62942045
857,Sports Card Heroes,634 Main St.,Laurel,MD,39.10800568,-76.85277435
